,top_parent,second_level,third_level,fourth_level,fifth_level
6236,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Supervisors of building and grounds cleaning and maintenance workers,First-line supervisors of personal service workers,First-line supervisors of personal service workers
6237,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Supervisors of building and grounds cleaning and maintenance workers,First-line supervisors of retail sales workers,First-line supervisors of retail sales workers
6238,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Supervisors of building and grounds cleaning and maintenance workers,First-line supervisors of non-retail sales workers,First-line supervisors of non-retail sales workers
6239,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Supervisors of building and grounds cleaning and maintenance workers,First-line supervisors of office and administrative support workers,First-line supervisors of office and administrative support workers
6240,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Supervisors of building and grounds cleaning and maintenance workers,"First-line supervisors of farming, fishing, and forestry workers","First-line supervisors of farming, fishing, and forestry workers"
6241,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Supervisors of building and grounds cleaning and maintenance workers,First-line supervisors of construction trades and extraction workers,First-line supervisors of construction trades and extraction workers
6242,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Supervisors of building and grounds cleaning and maintenance workers,"First-line supervisors of mechanics, installers, and repairers","First-line supervisors of mechanics, installers, and repairers"
6243,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Supervisors of building and grounds cleaning and maintenance workers,First-line supervisors of production and operating workers,First-line supervisors of production and operating workers
6244,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Supervisors of building and grounds cleaning and maintenance workers,Aircraft cargo handling supervisors,Aircraft cargo handling supervisors
6245,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Supervisors of building and grounds cleaning and maintenance workers,"First-line supervisors of transportation and material moving workers, except aircraft cargo handling supervisors","First-line supervisors of transportation and material moving workers, except aircraft cargo handling supervisors"
6246,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,Building cleaning workers,"Janitors and cleaners, except maids and housekeeping cleaners"
6247,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,Building cleaning workers,Maids and housekeeping cleaners
6248,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,Building cleaning workers,"Building cleaning workers, all other"
6249,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,"Janitors and cleaners, except maids and housekeeping cleaners","Janitors and cleaners, except maids and housekeeping cleaners"
6250,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,Maids and housekeeping cleaners,Maids and housekeeping cleaners
6251,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,"Building cleaning workers, all other","Building cleaning workers, all other"
6252,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,Pest control workers,Pest control workers
6253,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,Animal trainers,Animal trainers
6254,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,Animal caretakers,Animal caretakers
6255,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,Cashiers,Cashiers
6256,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,Cashiers,Gambling change persons and booth cashiers
6257,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,Cashiers,Cashiers
6258,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,Gambling change persons and booth cashiers,Gambling change persons and booth cashiers
6259,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,Counter and rental clerks and parts salespersons,Counter and rental clerks
6260,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,Counter and rental clerks and parts salespersons,Parts salespersons
6261,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,Counter and rental clerks,Counter and rental clerks
6262,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,Parts salespersons,Parts salespersons
6263,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,Retail salespersons,Retail salespersons
6264,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,"Switchboard operators, including answering service","Switchboard operators, including answering service"
6265,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,Telephone operators,Telephone operators
6266,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,"Communications equipment operators, all other","Communications equipment operators, all other"
6267,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,Agricultural inspectors,Agricultural inspectors
6268,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,Animal breeders,Animal breeders
6269,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,"Graders and sorters, agricultural products","Graders and sorters, agricultural products"
6270,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,Miscellaneous agricultural workers,Agricultural equipment operators
6271,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,Miscellaneous agricultural workers,"Farmworkers and laborers, crop, nursery, and greenhouse"
6272,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,Miscellaneous agricultural workers,"Farmworkers, farm, ranch, and aquacultural animals"
6273,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,Miscellaneous agricultural workers,"Agricultural workers, all other"
6274,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,Agricultural equipment operators,Agricultural equipment operators
6275,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,"Farmworkers and laborers, crop, nursery, and greenhouse","Farmworkers and laborers, crop, nursery, and greenhouse"
6276,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,"Farmworkers, farm, ranch, and aquacultural animals","Farmworkers, farm, ranch, and aquacultural animals"
6277,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,"Agricultural workers, all other","Agricultural workers, all other"
6278,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,Boilermakers,Boilermakers
6279,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,"Brickmasons, blockmasons, and stonemasons",Brickmasons and blockmasons
6280,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,"Brickmasons, blockmasons, and stonemasons",Stonemasons
6281,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,Brickmasons and blockmasons,Brickmasons and blockmasons
6282,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,Stonemasons,Stonemasons
6283,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,Carpenters,Carpenters
6284,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,"Carpet, floor, and tile installers and finishers",Carpet installers
6285,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,"Carpet, floor, and tile installers and finishers","Floor layers, except carpet, wood, and hard tiles"
6286,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,"Carpet, floor, and tile installers and finishers",Floor sanders and finishers
6287,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,"Carpet, floor, and tile installers and finishers",Tile and stone setters
6288,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,Carpet installers,Carpet installers
6289,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,"Floor layers, except carpet, wood, and hard tiles","Floor layers, except carpet, wood, and hard tiles"
6290,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,Floor sanders and finishers,Floor sanders and finishers
6291,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,Tile and stone setters,Tile and stone setters
6292,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,"Cement masons, concrete finishers, and terrazzo workers",Cement masons and concrete finishers
6293,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,"Cement masons, concrete finishers, and terrazzo workers",Terrazzo workers and finishers
6294,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,Cement masons and concrete finishers,Cement masons and concrete finishers
6295,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,Terrazzo workers and finishers,Terrazzo workers and finishers
6296,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,Construction laborers,Construction laborers
6297,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,Construction equipment operators,"Paving, surfacing, and tamping equipment operators"
6298,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,Construction equipment operators,Pile driver operators
6299,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,Construction equipment operators,Operating engineers and other construction equipment operators
6300,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,"Paving, surfacing, and tamping equipment operators","Paving, surfacing, and tamping equipment operators"
6301,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,Pile driver operators,Pile driver operators
6302,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,Operating engineers and other construction equipment operators,Operating engineers and other construction equipment operators
6303,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,"Drywall installers, ceiling tile installers, and tapers",Drywall and ceiling tile installers
6304,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,"Drywall installers, ceiling tile installers, and tapers",Tapers
6305,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,Drywall and ceiling tile installers,Drywall and ceiling tile installers
6306,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,Tapers,Tapers
6307,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,"Computer, automated teller, and office machine repairers","Computer, automated teller, and office machine repairers"
6308,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,Radio and telecommunications equipment installers and repairers,"Radio, cellular, and tower equipment installers and repairers"
6309,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,Radio and telecommunications equipment installers and repairers,"Telecommunications equipment installers and repairers, except line installers"
6310,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,"Radio, cellular, and tower equipment installers and repairers","Radio, cellular, and tower equipment installers and repairers"
6311,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,"Telecommunications equipment installers and repairers, except line installers","Telecommunications equipment installers and repairers, except line installers"
6312,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,"Miscellaneous electrical and electronic equipment mechanics, installers, and repairers",Avionics technicians
6313,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,"Miscellaneous electrical and electronic equipment mechanics, installers, and repairers","Electric motor, power tool, and related repairers"
6314,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,"Miscellaneous electrical and electronic equipment mechanics, installers, and repairers","Electrical and electronics installers and repairers, transportation equipment"
6315,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,"Miscellaneous electrical and electronic equipment mechanics, installers, and repairers","Electrical and electronics repairers, commercial and industrial equipment"
6316,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,"Miscellaneous electrical and electronic equipment mechanics, installers, and repairers","Electrical and electronics repairers, powerhouse, substation, and relay"
6317,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,"Miscellaneous electrical and electronic equipment mechanics, installers, and repairers","Electronic equipment installers and repairers, motor vehicles"
6318,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,"Miscellaneous electrical and electronic equipment mechanics, installers, and repairers",Audiovisual equipment installers and repairers
6319,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,"Miscellaneous electrical and electronic equipment mechanics, installers, and repairers",Security and fire alarm systems installers
6320,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,Avionics technicians,Avionics technicians
6321,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,"Electric motor, power tool, and related repairers","Electric motor, power tool, and related repairers"
6322,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,"Electrical and electronics installers and repairers, transportation equipment","Electrical and electronics installers and repairers, transportation equipment"
6323,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,"Electrical and electronics repairers, commercial and industrial equipment","Electrical and electronics repairers, commercial and industrial equipment"
6324,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,"Electrical and electronics repairers, powerhouse, substation, and relay","Electrical and electronics repairers, powerhouse, substation, and relay"
6325,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,"Electronic equipment installers and repairers, motor vehicles","Electronic equipment installers and repairers, motor vehicles"
6326,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,Audiovisual equipment installers and repairers,Audiovisual equipment installers and repairers
6327,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,Security and fire alarm systems installers,Security and fire alarm systems installers
6328,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,"Aircraft structure, surfaces, rigging, and systems assemblers","Aircraft structure, surfaces, rigging, and systems assemblers"
6329,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,"Electrical, electronics, and electromechanical assemblers","Coil winders, tapers, and finishers"
6330,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,"Electrical, electronics, and electromechanical assemblers","Electrical, electronic, and electromechanical assemblers, except coil winders, tapers, and finishers"
6331,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,"Coil winders, tapers, and finishers","Coil winders, tapers, and finishers"
6332,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,"Electrical, electronic, and electromechanical assemblers, except coil winders, tapers, and finishers","Electrical, electronic, and electromechanical assemblers, except coil winders, tapers, and finishers"
6333,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,Engine and other machine assemblers,Engine and other machine assemblers
6334,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,Structural metal fabricators and fitters,Structural metal fabricators and fitters
6335,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,Fiberglass laminators and fabricators,Fiberglass laminators and fabricators
6336,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,Timing device assemblers and adjusters,Timing device assemblers and adjusters
6337,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,Miscellaneous assemblers and fabricators,Miscellaneous assemblers and fabricators
6338,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,Aircraft pilots and flight engineers,"Airline pilots, copilots, and flight engineers"
6339,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,Aircraft pilots and flight engineers,Commercial pilots
6340,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,"Airline pilots, copilots, and flight engineers","Airline pilots, copilots, and flight engineers"
6341,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,Commercial pilots,Commercial pilots
6342,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,Air traffic controllers and airfield operations specialists,Air traffic controllers
6343,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,Air traffic controllers and airfield operations specialists,Airfield operations specialists
6344,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,Air traffic controllers,Air traffic controllers
6345,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,Airfield operations specialists,Airfield operations specialists
6346,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,Flight attendants,Flight attendants
6347,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,Landscaping and groundskeeping workers,Landscaping and groundskeeping workers
6348,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,"Pesticide handlers, sprayers, and applicators, vegetation","Pesticide handlers, sprayers, and applicators, vegetation"
6349,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,Tree trimmers and pruners,Tree trimmers and pruners
6350,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,"Grounds maintenance workers, all other","Grounds maintenance workers, all other"
6351,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,Gambling services workers,Gambling dealers
6352,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,Gambling services workers,Gambling and sports book writers and runners
6353,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,Gambling services workers,"Gambling service workers, all other"
6354,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,Gambling dealers,Gambling dealers
6355,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,Gambling and sports book writers and runners,Gambling and sports book writers and runners
6356,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,"Gambling service workers, all other","Gambling service workers, all other"
6357,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,Motion picture projectionists,Motion picture projectionists
6358,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,"Ushers, lobby attendants, and ticket takers","Ushers, lobby attendants, and ticket takers"
6359,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,Miscellaneous entertainment attendants and related workers,Amusement and recreation attendants
6360,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,Miscellaneous entertainment attendants and related workers,Costume attendants
6361,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,Miscellaneous entertainment attendants and related workers,"Locker room, coatroom, and dressing room attendants"
6362,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,Miscellaneous entertainment attendants and related workers,"Entertainment attendants and related workers, all other"
6363,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,Amusement and recreation attendants,Amusement and recreation attendants
6364,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,Costume attendants,Costume attendants
6365,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,"Locker room, coatroom, and dressing room attendants","Locker room, coatroom, and dressing room attendants"
6366,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,"Entertainment attendants and related workers, all other","Entertainment attendants and related workers, all other"
6367,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,Advertising sales agents,Advertising sales agents
6368,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,Insurance sales agents,Insurance sales agents
6369,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,"Securities, commodities, and financial services sales agents","Securities, commodities, and financial services sales agents"
6370,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,Travel agents,Travel agents
6371,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,"Sales representatives of services, except advertising, insurance, financial services, and travel","Sales representatives of services, except advertising, insurance, financial services, and travel"
6372,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,Bill and account collectors,Bill and account collectors
6373,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,Billing and posting clerks,Billing and posting clerks
6374,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,"Bookkeeping, accounting, and auditing clerks","Bookkeeping, accounting, and auditing clerks"
6375,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,Gambling cage workers,Gambling cage workers
6376,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,Payroll and timekeeping clerks,Payroll and timekeeping clerks
6377,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,Procurement clerks,Procurement clerks
6378,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,Tellers,Tellers
6379,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,"Financial clerks, all other","Financial clerks, all other"
6380,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,Fishing and hunting workers,Fishing and hunting workers
6381,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,"Helpers--brickmasons, blockmasons, stonemasons, and tile and marble setters","Helpers--brickmasons, blockmasons, stonemasons, and tile and marble setters"
6382,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,Helpers--carpenters,Helpers--carpenters
6383,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,Helpers--electricians,Helpers--electricians
6384,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,"Helpers--painters, paperhangers, plasterers, and stucco masons","Helpers--painters, paperhangers, plasterers, and stucco masons"
6385,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,"Helpers--pipelayers, plumbers, pipefitters, and steamfitters","Helpers--pipelayers, plumbers, pipefitters, and steamfitters"
6386,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,Helpers--roofers,Helpers--roofers
6387,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,"Helpers, construction trades, all other","Helpers, construction trades, all other"
6388,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,Aircraft mechanics and service technicians,Aircraft mechanics and service technicians
6389,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,Automotive technicians and repairers,Automotive body and related repairers
6390,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,Automotive technicians and repairers,Automotive glass installers and repairers
6391,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,Automotive technicians and repairers,Automotive service technicians and mechanics
6392,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,Automotive body and related repairers,Automotive body and related repairers
6393,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,Automotive glass installers and repairers,Automotive glass installers and repairers
6394,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,Automotive service technicians and mechanics,Automotive service technicians and mechanics
6395,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,Bus and truck mechanics and diesel engine specialists,Bus and truck mechanics and diesel engine specialists
6396,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,Heavy vehicle and mobile equipment service technicians and mechanics,Farm equipment mechanics and service technicians
6397,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,Heavy vehicle and mobile equipment service technicians and mechanics,"Mobile heavy equipment mechanics, except engines"
6398,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,Heavy vehicle and mobile equipment service technicians and mechanics,Rail car repairers
6399,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,Farm equipment mechanics and service technicians,Farm equipment mechanics and service technicians
6400,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,"Mobile heavy equipment mechanics, except engines","Mobile heavy equipment mechanics, except engines"
6401,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,Rail car repairers,Rail car repairers
6402,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,Small engine mechanics,Motorboat mechanics and service technicians
6403,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,Small engine mechanics,Motorcycle mechanics
6404,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,Small engine mechanics,Outdoor power equipment and other small engine mechanics
6405,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,Motorboat mechanics and service technicians,Motorboat mechanics and service technicians
6406,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,Motorcycle mechanics,Motorcycle mechanics
6407,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,Outdoor power equipment and other small engine mechanics,Outdoor power equipment and other small engine mechanics
6408,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,"Miscellaneous vehicle and mobile equipment mechanics, installers, and repairers",Bicycle repairers
6409,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,"Miscellaneous vehicle and mobile equipment mechanics, installers, and repairers",Recreational vehicle service technicians
6410,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,"Miscellaneous vehicle and mobile equipment mechanics, installers, and repairers",Tire repairers and changers
6411,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,Bicycle repairers,Bicycle repairers
6412,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,Recreational vehicle service technicians,Recreational vehicle service technicians
6413,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,Tire repairers and changers,Tire repairers and changers
6414,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,Bakers,Bakers
6415,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,"Butchers and other meat, poultry, and fish processing workers",Butchers and meat cutters
6416,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,"Butchers and other meat, poultry, and fish processing workers","Meat, poultry, and fish cutters and trimmers"
6417,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,"Butchers and other meat, poultry, and fish processing workers",Slaughterers and meat packers
6418,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,Butchers and meat cutters,Butchers and meat cutters
6419,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,"Meat, poultry, and fish cutters and trimmers","Meat, poultry, and fish cutters and trimmers"
6420,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,Slaughterers and meat packers,Slaughterers and meat packers
6421,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,Miscellaneous food processing workers,"Food and tobacco roasting, baking, and drying machine operators and tenders"
6422,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,Miscellaneous food processing workers,Food batchmakers
6423,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,Miscellaneous food processing workers,Food cooking machine operators and tenders
